panel,iso3,crop_standard_name,n_studies_fractional,area_ha_mean,research_share_pct,area_share_pct
country-crop system,ECU,oat_rye,0.0,1290.4,0.0,0.00010635398026639006
country-crop system,ECU,oilpalm,0.0,181449.8,0.0,0.014954981748713903
country-crop system,ECU,potato,0.0,20734.0,0.0,0.0017088836227862145
country-crop system,ECU,pulses,0.5,3950.4,0.02471393618861676,0.00032558955645098207
country-crop system,ECU,rice,0.0,309324.6,0.0,0.02549434470265731
country-crop system,ECU,sorghum,0.0,8346.2,0.0,0.0006878887090044519
country-crop system,ECU,soybean,0.0,22151.2,0.0,0.0018256883816466672
country-crop system,ECU,sugarbeet,0.0,728.8,0.0,6.006725109899649e-05
country-crop system,ECU,sugarcane,0.0,120724.0,0.0,0.009949998383198754
country-crop system,ECU,sunflower,0.0,129.2,0.0,1.0648585128965896e-05
country-crop system,ECU,sweet_potato,0.0,2096.8,0.0,0.00017281697599392954
country-crop system,ECU,wheat,0.0,4673.0,0.0,0.00038514580733481146
country-crop system,EGY,banana_plantain,0.0,30888.0,0.0,0.0025457701042066456
country-crop system,EGY,barley,1.0,24883.6,0.04942787237723352,0.002050891121634178
country-crop system,EGY,beans,0.5,37099.4,0.02471393618861676,0.003057709900414531
country-crop system,EGY,chickpea,0.0,1478.4,0.0,0.00012184882550048903
country-crop system,EGY,cotton,0.0,111799.0,0.0,0.009214405331526768
country-crop system,EGY,groundnut,0.0,64301.4,0.0,0.0052996821347653855
country-crop system,EGY,lentil,0.0,436.2,0.0,3.5951337718691366e-05
country-crop system,EGY,maize,2.0,1025980.0,0.09885574475446704,0.08456064528340891
country-crop system,EGY,oat_rye,0.0,47588.0,0.0,0.003922173909576077
country-crop system,EGY,potato,0.0,216311.0,0.0,0.017828220571453113
country-crop system,EGY,pulses,0.5,30441.4,0.02471393618861676,0.0025089616048367064
country-crop system,EGY,rice,1.25,471232.6,0.061784840471541896,0.03883870322479826
country-crop system,EGY,sorghum,0.0,163439.0,0.0,0.013470542607531404
country-crop system,EGY,soybean,0.5,19760.2,0.02471393618861676,0.0016286236212491635
country-crop system,EGY,sugarbeet,0.0,228134.0,0.0,0.018802665014020944
country-crop system,EGY,sugarcane,0.0,155477.4,0.0,0.01281435239574522
country-crop system,EGY,sunflower,0.0,11132.0,0.0,0.0009174926443935633
country-crop system,EGY,sweet_potato,0.0,14277.0,0.0,0.001176701624506549
country-crop system,EGY,wheat,7.0,1389202.2,0.34599510664063465,0.11449719727590331
country-crop system,ERI,barley,0.0,45000.0,0.0,0.0037088725294385865
country-crop system,ERI,beans,0.0,1874.4,0.0,0.0001544869037595486
country-crop system,ERI,chickpea,0.0,8663.4,0.0,0.0007140321393675167
country-crop system,ERI,groundnut,0.0,3055.8,0.0,0.000251857170565743
country-crop system,ERI,lentil,0.0,520.4,0.0,4.2891050318218674e-05
country-crop system,ERI,maize,0.0,20000.0,0.0,0.001648387790861594
country-crop system,ERI,millet,0.0,75000.0,0.0,0.006181454215730978
country-crop system,ERI,potato,0.0,90.0,0.0,7.417745058877173e-06
country-crop system,ERI,pulses,0.0,2016.0,0.0,0.00016615748931884868
country-crop system,ERI,sorghum,0.0,270000.0,0.0,0.022253235176631518
country-crop system,ERI,wheat,0.0,25000.0,0.0,0.0020604847385769925
country-crop system,ESP,banana_plantain,0.0,9048.0,0.0,0.0007457306365857852
country-crop system,ESP,barley,2.875,2584914.0,0.14210513308454636,0.21304703390136032
country-crop system,ESP,cotton,0.0,60514.6,0.0,0.004987576390443651
country-crop system,ESP,maize,1.5,339108.0,0.07414180856585027,0.027949074349174673
country-crop system,ESP,oat_rye,0.0,875562.0,0.0,0.07216328554711796
country-crop system,ESP,potato,1.125,64576.0,0.05560635642438771,0.005322314499133915
country-crop system,ESP,pulses,0.0,151148.0,0.0,0.012457525890657411
country-crop system,ESP,rapeseed_canola,0.0,88506.0,0.0,0.007294610490899812
country-crop system,ESP,rice,2.25,90232.0,0.11121271284877542,0.007436866357251167
country-crop system,ESP,sorghum,0.0,5364.0,0.0,0.00044209760550907953
country-crop system,ESP,soybean,0.0,1480.0,0.0,0.00012198069652375796
country-crop system,ESP,sugarbeet,0.0,29476.0,0.0,0.0024293939261718174
country-crop system,ESP,sunflower,1.625,710186.0,0.08032029261300447,0.0585330965820416
country-crop system,ESP,wheat,13.625,2039920.0,0.6734547611398067,0.16812896111671916
country-crop system,EST,barley,0.3333333333333333,126102.0,0.016475957459077838,0.010393249860161437
country-crop system,EST,oat_rye,0.3333333333333333,61634.0,0.016475957459077838,0.005079836655098174
country-crop system,EST,potato,0.0,3256.0,0.0,0.0002683575323522675
country-crop system,EST,pulses,0.0,47350.0,0.0,0.003902558094864824
country-crop system,EST,rapeseed_canola,0.0,76264.0,0.0,0.006285632324113431
country-crop system,EST,wheat,0.3333333333333333,170114.0,0.016475957459077838,0.014020692032731461
country-crop system,ETH,banana_plantain,0.3333333333333333,82615.2,0.016475957459077838,0.006809094350979438
country-crop system,ETH,barley,3.0833333333333335,1049231.4,0.15240260649647003,0.08647701147743087
country-crop system,ETH,beans,1.0,584749.6,0.04942787237723352,0.04819470506756004
country-crop system,ETH,chickpea,1.0,227316.8,0.04942787237723352,0.01873531188888634
country-crop system,ETH,coffee_cocoa,0.0,861250.6,0.0,0.07098374869561112
country-crop system,ETH,cotton,0.3333333333333333,81800.0,0.016475957459077838,0.00674190606462392
country-crop system,ETH,groundnut,0.0,98680.8,0.0,0.00813321129562274
country-crop system,ETH,lentil,0.0,109223.2,0.0,0.009002109467941702
country-crop system,ETH,maize,17.28333333333333,3236713.4,0.8542783942531859,0.26676794255390596
country-crop system,ETH,millet,1.25,446645.0,0.061784840471541896,0.036812208242468836
country-crop system,ETH,oat_rye,0.0,25793.8,0.0,0.0021259092499962893
country-crop system,ETH,potato,0.0,310930.8,0.0,0.025626726726141406
country-crop system,ETH,pulses,0.0,750998.6,0.0,0.061896846159707496
country-crop system,ETH,rapeseed_canola,0.0,33525.0,0.0,0.002763110034431747
country-crop system,ETH,rice,1.5833333333333335,83214.0,0.07826079793061974,0.006858447081437834
country-crop system,ETH,sorghum,1.8333333333333333,1874273.6,0.0906177660249281,0.15447648594871036
country-crop system,ETH,soybean,0.0,96701.6,0.0,0.007970086839839076
country-crop system,ETH,sugarcane,3.1666666666666665,26945.6,0.15652159586123945,0.0022208399028720086
country-crop system,ETH,sunflower,0.0,5303.0,0.0,0.00043707002274695164
country-crop system,ETH,sweet_potato,0.0,64992.6,0.0,0.0053566504168175615
country-crop system,ETH,wheat,8.583333333333334,2026355.8,0.4242559045712544,0.1670110080330789
country-crop system,ETH,yam,0.0,5781.4,0.0,0.000476499458704361
country-crop system,FIN,barley,1.3333333333333333,390404.0,0.06590382983631135,0.03217685935517649
country-crop system,FIN,oat_rye,1.3333333333333333,332152.0,0.06590382983631135,0.02737576507551301
country-crop system,FIN,potato,0.041666666666666664,20578.0,0.0020594946823847297,0.0016960261980174941
country-crop system,FIN,pulses,0.0,31118.0,0.0,0.0025647265638015543
country-crop system,FIN,rapeseed_canola,0.0,36882.0,0.0,0.0030397919251278654
country-crop system,FIN,sugarbeet,0.0,10290.0,0.0,0.0008480955183982901
country-crop system,FIN,wheat,2.375,201248.0,0.11739119689592961,0.016586737306765704
country-crop system,FJI,banana_plantain,0.0,931.2,0.0,7.674893554251582e-05
country-crop system,FJI,cassava,0.0,3905.8,0.0,0.0003219136516773607
country-crop system,FJI,coffee_cocoa,0.0,47.6,0.0,3.9231629422505934e-06
country-crop system,FJI,groundnut,0.0,428.4,0.0,3.5308466480255344e-05
country-crop system,FJI,maize,0.0,440.8,0.0,3.633046691058953e-05
country-crop system,FJI,potato,0.0,1.0,0.0,8.24193895430797e-08
country-crop system,FJI,rice,0.0,2486.2,0.0,0.00020491108628200474
country-crop system,FJI,sorghum,0.0,7.0,0.0,5.769357268015579e-07
country-crop system,FJI,sugarcane,0.0,37395.2,0.0,0.0030820895558413735
country-crop system,FJI,sweet_potato,0.0,1095.6,0.0,9.029868318339811e-05
country-crop system,FJI,yam,0.0,254.0,0.0,2.0934524943942244e-05
country-crop system,FRA,banana_plantain,0.0,9848.0,0.0,0.0008116661482202489
country-crop system,FRA,barley,0.06666666666666667,1856642.0,0.003295191491815568,0.15302330024004257
country-crop system,FRA,maize,5.291666666666667,1533590.0,0.26155582466286076,0.1263975516093716
country-crop system,FRA,oat_rye,0.08333333333333333,436106.0,0.004118989364769459,0.035943590296074315
country-crop system,FRA,potato,0.10833333333333334,209280.0,0.005354686174200298,0.01724872984357572
country-crop system,FRA,pulses,0.0,243196.0,0.0,0.02004406585931881
country-crop system,FRA,rapeseed_canola,0.08333333333333333,1209368.0,0.004118989364769459,0.09967537229293522
country-crop system,FRA,rice,0.08333333333333333,13298.0,0.004118989364769459,0.001096013042143874
country-crop system,FRA,sorghum,0.0,70956.0,0.0,0.005848150204418763
country-crop system,FRA,soybean,1.0833333333333333,168602.0,0.053546861742002974,0.013896073915742324
country-crop system,FRA,sugarbeet,0.06666666666666667,432524.0,0.003295191491815568,0.03564836404273101
country-crop system,FRA,sunflower,2.066666666666667,700450.0,0.10215093624628262,0.057730661405450176
country-crop system,FRA,wheat,5.58452380952381,5044938.0,0.2760311301447648,0.41580071024268545
country-crop system,FRO,potato,0.0,101.2,0.0,8.340842221759666e-06
country-crop system,FSM,banana_plantain,0.0,983.4,0.0,8.105122767666458e-05
country-crop system,FSM,cassava,0.0,817.6,0.0,6.738609289042197e-05
country-crop system,FSM,coffee_cocoa,0.0,81.6,0.0,6.725422186715303e-06
country-crop system,FSM,maize,0.0,62.2,0.0,5.126486029579558e-06
country-crop system,FSM,rice,0.0,98.0,0.0,8.07710017522181e-06
country-crop system,FSM,sorghum,0.0,7.0,0.0,5.769357268015579e-07
country-crop system,FSM,sweet_potato,0.0,566.2,0.0,4.6665858359291734e-05
country-crop system,GAB,banana_plantain,0.0,54307.8,0.0,0.004476015723427664
country-crop system,GAB,cassava,0.0,57625.2,0.0,0.0047494338062978765
country-crop system,GAB,coffee_cocoa,0.0,2023.2,0.0,0.00016675090892355886
country-crop system,GAB,groundnut,0.0,31325.8,0.0,0.002581853312948606
country-crop system,GAB,maize,0.0,29394.4,0.0,0.002422668503985102
country-crop system,GAB,oilpalm,0.0,40363.0,0.0,0.003326693820127326
country-crop system,GAB,rice,0.0,629.4,0.0,5.1874763778414367e-05
country-crop system,GAB,soybean,0.0,4665.4,0.0,0.00038451941997428397
country-crop system,GAB,sugarcane,0.0,4222.4,0.0,0.00034800763040669966
country-crop system,GAB,sweet_potato,0.0,1888.8,0.0,0.00015567374296896895
country-crop system,GAB,yam,0.0,36872.0,0.0,0.003038967731232435
country-crop system,GBR,barley,3.25,1188400.0,0.16064058522600894,0.09794720253299592
country-crop system,GBR,oat_rye,0.08333333333333333,237664.4,0.004118989364769459,0.01958815476412231
country-crop system,GBR,potato,0.041666666666666664,137957.0,0.0020594946823847297,0.011370331723194646
country-crop system,GBR,pulses,1.0,224242.0,0.04942787237723352,0.018481888749919278
country-crop system,GBR,rapeseed_canola,1.0833333333333333,433056.6,0.053546861742002974,0.03569226060960165
country-crop system,GBR,sugarbeet,0.0,102286.2,0.0,0.00843036616268136
country-crop system,GBR,wheat,11.375,1710000.0,0.5622420482910313,0.14093715611866628
country-crop system,GEO,barley,0.0,25860.0,0.0,0.0021313654135840412
country-crop system,GEO,beans,0.0,4160.0,0.0,0.00034286466049921155
country-crop system,GEO,groundnut,0.0,236.2,0.0,1.9467459810075427e-05
country-crop system,GEO,maize,0.0,75160.0,0.0,0.006194641318057871
country-crop system,GEO,oat_rye,0.0,2163.4,0.0,0.00017830610733749863
country-crop system,GEO,potato,0.0,16780.0,0.0,0.0013829973565328774
country-crop system,GEO,pulses,0.0,82.4,0.0,6.791357698349767e-06
country-crop system,GEO,soybean,0.0,1000.0,0.0,8.24193895430797e-05
country-crop system,GEO,sunflower,0.0,2940.0,0.0,0.00024231300525665432
country-crop system,GEO,wheat,0.0,47640.0,0.0,0.003926459717832317
country-crop system,GHA,banana_plantain,0.0,409125.6,0.0,0.03371988219844621
country-crop system,GHA,beans,0.0,300451.2,0.0,0.02476300449148575
country-crop system,GHA,cassava,0.0,1031761.8,0.0,0.08503717770986909
country-crop system,GHA,coffee_cocoa,0.0,1574953.8,0.0,0.12980673075455365
country-crop system,GHA,cotton,0.0,15000.0,0.0,0.0012362908431461956
country-crop system,GHA,groundnut,0.0,327400.0,0.0,0.026984108136404294
country-crop system,GHA,maize,7.583333333333333,1185200.0,0.37482803219402083,0.09768346048645807
country-crop system,GHA,millet,1.0,138585.4,0.04942787237723352,0.011422124067583517
country-crop system,GHA,oat_rye,0.0,44.0,0.0,3.626453139895507e-06
country-crop system,GHA,oilpalm,0.0,384524.4,0.0,0.031692266312419
country-crop system,GHA,rice,1.0,303600.0,0.04942787237723352,0.025022526665279
country-crop system,GHA,sorghum,0.0,299967.6,0.0,0.024723146474702713
country-crop system,GHA,soybean,0.0,118400.0,0.0,0.009758455721900637
country-crop system,GHA,sugarcane,0.0,6316.2,0.0,0.000520577348232
country-crop system,GHA,sweet_potato,0.0,78476.0,0.0,0.006467944013782723
country-crop system,GHA,yam,0.0,521341.4,0.0,0.04296863993153453
country-crop system,GIN,banana_plantain,0.0,150479.8,0.0,0.012402453254564723
country-crop system,GIN,cassava,0.0,280359.2,0.0,0.02310703411678619
country-crop system,GIN,coffee_cocoa,0.0,642298.0,0.0,0.05293780906474101
country-crop system,GIN,cotton,0.0,46161.0,0.0,0.0038045614406981023
country-crop system,GIN,groundnut,0.0,765940.0,0.0,0.06312830722662646
country-crop system,GIN,maize,0.0,559340.4,0.0,0.04610049431478202
country-crop system,GIN,millet,0.0,168254.2,0.0,0.01386740845205924
country-crop system,GIN,oilpalm,0.0,326686.6,0.0,0.026925310143904257
country-crop system,GIN,potato,0.0,22996.0,0.0,0.0018953162819326608
country-crop system,GIN,rice,0.0,1861684.2,0.0,0.1534388752859967
country-crop system,GIN,sorghum,0.0,42979.4,0.0,0.00354233591092784
country-crop system,GIN,sugarcane,0.0,5884.2,0.0,0.0004849721719493896
country-crop system,GIN,sweet_potato,0.0,62250.2,0.0,0.00513062348293462
country-crop system,GIN,yam,0.0,31622.0,0.0,0.0026062659361312662
country-crop system,GMB,beans,0.0,5096.6,0.0,0.00042005866074526006
country-crop system,GMB,cassava,0.0,2806.6,0.0,0.0002313182586916075
country-crop system,GMB,cotton,0.0,1590.2,0.0,0.00013106331325140534
country-crop system,GMB,groundnut,0.0,47672.8,0.0,0.00392916307380933
country-crop system,GMB,maize,0.0,29836.4,0.0,0.0024590978741631433
country-crop system,GMB,millet,0.0,63406.4,0.0,0.005225916781124329
country-crop system,GMB,oilpalm,0.0,3512.4,0.0,0.0002894898638311131
country-crop system,GMB,rice,0.0,52111.6,0.0,0.004295006260113152
country-crop system,GMB,sorghum,0.0,10121.8,0.0,0.0008342325770771441
country-crop system,GNB,banana_plantain,0.0,18708.2,0.0,0.0015419184234498437
country-crop system,GNB,beans,0.0,4319.4,0.0,0.0003560023111923784
country-crop system,GNB,cassava,0.0,4743.0,0.0,0.000390915164602827
country-crop system,GNB,cotton,0.0,4989.6,0.0,0.00041123978606415055
country-crop system,GNB,groundnut,0.0,97815.0,0.0,0.008061852588156341
country-crop system,GNB,maize,0.0,15290.6,0.0,0.0012602419177474146
country-crop system,GNB,millet,1.0,25843.8,0.04942787237723352,0.002130030219473443
country-crop system,GNB,oilpalm,0.0,9540.8,0.0,0.0007863469117526148
country-crop system,GNB,rice,0.0,122723.6,0.0,0.010114804194529096
country-crop system,GNB,sorghum,0.0,22591.2,0.0,0.0018619529130456222
country-crop system,GNB,sugarcane,0.0,259.6,0.0,2.1396073525383495e-05
country-crop system,GNB,sweet_potato,0.0,6113.4,0.0,0.0005038626960326635
country-crop system,GNQ,banana_plantain,0.0,14607.0,0.0,0.0012039000230557651
country-crop system,GNQ,cassava,0.0,23998.8,0.0,0.0019779664457664613
country-crop system,GNQ,coffee_cocoa,0.0,20075.6,0.0,0.0016546186967110507
country-crop system,GNQ,oilpalm,0.0,4060.4,0.0,0.00033465568930072083
country-crop system,GNQ,sweet_potato,0.0,18699.8,0.0,0.0015412261005776817
country-crop system,GRC,banana_plantain,0.0,100.0,0.0,8.24193895430797e-06
country-crop system,GRC,barley,0.0,125662.0,0.0,0.010356985328762482
country-crop system,GRC,cotton,3.0,273470.2,0.14828361713170055,0.022539246942223916
country-crop system,GRC,maize,0.0,118514.0,0.0,0.009767851532308547
country-crop system,GRC,oat_rye,0.0,93770.0,0.0,0.007728466157454584
country-crop system,GRC,potato,0.0,14816.0,0.0,0.001221125675470269
country-crop system,GRC,pulses,0.0,19382.0,0.0,0.0015974526081239707
country-crop system,GRC,rapeseed_canola,0.0,5650.0,0.0,0.0004656695509184003
country-crop system,GRC,rice,1.0,31994.0,0.04942787237723352,0.0026369259490412918
country-crop system,GRC,sorghum,0.0,2356.0,0.0,0.00019418008176349578
country-crop system,GRC,soybean,0.0,946.0,0.0,7.79687425077534e-05
country-crop system,GRC,sugarbeet,0.0,1070.0,0.0,8.818874681109528e-05
country-crop system,GRC,sunflower,0.0,92892.0,0.0,0.0076561019334357595
country-crop system,GRC,wheat,3.0,386872.0,0.14828361713170055,0.03188575407131033
country-crop system,GRD,banana_plantain,0.0,1330.2,0.0,0.00010963427197020462
country-crop system,GRD,beans,0.0,100.4,0.0,8.274906710125202e-06
country-crop system,GRD,cassava,0.0,1.8,0.0,1.4835490117754347e-07
country-crop system,GRD,coffee_cocoa,0.0,1045.6,0.0,8.617771370624413e-05
country-crop system,GRD,cotton,0.0,156.6,0.0,1.2906876402446281e-05
country-crop system,GRD,maize,0.0,386.6,0.0,3.186333599735461e-05
country-crop system,GRD,sugarcane,0.0,116.2,0.0,9.577133064905862e-06
country-crop system,GRD,sweet_potato,0.0,418.2,0.0,3.446778870691593e-05
country-crop system,GRD,yam,0.0,25.0,0.0,2.0604847385769924e-06
country-crop system,GTM,banana_plantain,0.0,89463.2,0.0,0.007373502330570448
country-crop system,GTM,barley,0.0,8.0,0.0,6.593551163446376e-07
country-crop system,GTM,beans,0.0,192290.2,0.0,0.015848440899116703
country-crop system,GTM,cassava,0.0,3184.6,0.0,0.00026247278793889163
country-crop system,GTM,coffee_cocoa,0.0,315871.4,0.0,0.02603392796211795
country-crop system,GTM,cotton,0.0,937.8,0.0,7.729290351350015e-05
country-crop system,GTM,groundnut,0.0,2302.0,0.0,0.00018972943472816948
country-crop system,GTM,maize,1.0,994483.4,0.04942787237723352,0.08196471473872635
country-crop system,GTM,oilpalm,0.0,195200.0,0.0,0.01608826483880916
country-crop system,GTM,potato,0.0,23071.6,0.0,0.0019015471877821177
country-crop system,GTM,pulses,0.0,21348.0,0.0,0.0017594891279656656
country-crop system,GTM,rice,0.0,8762.8,0.0,0.0007222246266880987
country-crop system,GTM,sorghum,0.0,33008.8,0.0,0.0027205651455496096
country-crop system,GTM,soybean,0.0,15800.0,0.0,0.0013022263547806594
country-crop system,GTM,sugarcane,0.0,256272.8,0.0,0.021121847732495754
country-crop system,GTM,sweet_potato,0.0,535.8,0.0,4.4160308917182095e-05
country-crop system,GTM,wheat,0.0,131.8,0.0,1.0862875541777906e-05
country-crop system,GUY,banana_plantain,0.0,3866.6,0.0,0.000318682811607272
country-crop system,GUY,beans,0.0,89.2,0.0,7.351809547242709e-06
country-crop system,GUY,cassava,0.0,1668.6,0.0,0.00013752499339158279
country-crop system,GUY,coffee_cocoa,0.0,1874.8,0.0,0.00015451987151536583
country-crop system,GUY,groundnut,0.0,29.0,0.0,2.390162296749311e-06
country-crop system,GUY,maize,0.0,2932.2,0.0,0.0002416701340182183
country-crop system,GUY,pulses,0.0,905.2,0.0,7.460603141439574e-05
country-crop system,GUY,rice,0.0,168060.0,0.0,0.013851402606609975
country-crop system,GUY,sugarcane,0.0,17639.8,0.0,0.0014538615476620174
country-crop system,GUY,sweet_potato,0.0,225.2,0.0,1.8560846525101548e-05
country-crop system,GUY,yam,0.0,43.6,0.0,3.593485384078275e-06
country-crop system,HKG,sweet_potato,0.0,5.0,0.0,4.120969477153985e-07
country-crop system,HND,banana_plantain,0.0,20567.8,0.0,0.0016951855202441547
country-crop system,HND,beans,0.0,160761.8,0.0,0.01324988941784667
country-crop system,HND,cassava,0.0,2965.0,0.0,0.00024437348999523133
country-crop system,HND,coffee_cocoa,0.25,368865.2,0.01235696809430838,0.030401644607686004
country-crop system,HND,cotton,0.0,1995.0,0.0,0.000164426682138444
country-crop system,HND,groundnut,0.0,150.4,0.0,1.2395876187279187e-05
country-crop system,HND,maize,1.0,360624.6,0.04942787237723352,0.0297224593862173
country-crop system,HND,oilpalm,0.0,201400.0,0.0,0.016599265053976252
country-crop system,HND,potato,0.0,1828.4,0.0,0.00015069561184056693
country-crop system,HND,rice,0.0,14870.0,0.0,0.001225576322505595
country-crop system,HND,sorghum,0.0,17347.8,0.0,0.001429795085915438
country-crop system,HND,soybean,0.0,1095.6,0.0,9.029868318339811e-05
country-crop system,HND,sugarcane,0.0,66798.2,0.0,0.005505466866576546
country-crop system,HND,sweet_potato,0.0,3530.6,0.0,0.0002909898967207972
country-crop system,HND,wheat,0.0,2367.8,0.0,0.00019515263056010414
country-crop system,HRV,barley,0.0,58106.0,0.0,0.004789061048790189
country-crop system,HRV,maize,3.090909090909091,267134.0,0.1527770600750854,0.022017021206201054
country-crop system,HRV,oat_rye,0.0,31234.0,0.0,0.0025742872129885515
country-crop system,HRV,potato,0.0,8830.0,0.0,0.0007277632096653937
country-crop system,HRV,pulses,0.0,2342.0,0.0,0.00019302621030989266
country-crop system,HRV,rapeseed_canola,0.0,38146.0,0.0,0.0031439700335103185
country-crop system,HRV,soybean,0.0,83708.0,0.0,0.0068991622598721155
country-crop system,HRV,sugarbeet,0.0,11014.0,0.0,0.0009077671564274799
country-crop system,HRV,sunflower,0.0,40838.0,0.0,0.0033658430301602886
country-crop system,HRV,wheat,0.0,147734.0,0.0,0.012176146094757336
country-crop system,HTI,banana_plantain,0.0,93593.8,0.0,0.007713943861017093
country-crop system,HTI,beans,0.0,311230.6,0.0,0.02565143605912642
country-crop system,HTI,cassava,0.0,142991.4,0.0,0.011785263897910327
country-crop system,HTI,coffee_cocoa,0.0,14358.8,0.0,0.0011834435305711729
country-crop system,HTI,cotton,0.0,1930.8,0.0,0.0001591353573297783
country-crop system,HTI,groundnut,0.0,39975.8,0.0,0.003294781032496246
country-crop system,HTI,maize,0.0,263611.2,0.0,0.02172667418071869
country-crop system,HTI,potato,0.0,2760.0,0.0,0.00022747751513889998
country-crop system,HTI,rice,0.0,76316.2,0.0,0.0062899346162475795
country-crop system,HTI,sorghum,0.0,25557.4,0.0,0.002106425306308305
country-crop system,HTI,sugarcane,0.0,22570.2,0.0,0.0018602221058652176
country-crop system,HTI,sweet_potato,0.0,41005.8,0.0,0.003379673003725618
country-crop system,HTI,yam,0.0,14688.4,0.0,0.0012106089613645719
country-crop system,HUN,barley,0.0,270466.0,0.0,0.022291642612158595
country-crop system,HUN,maize,4.840909090909091,963778.0,0.23927583673524408,0.07943399441505027
country-crop system,HUN,oat_rye,0.0,119778.0,0.0,0.009872029640691001
country-crop system,HUN,potato,0.0,10806.0,0.0,0.0008906239234025193
country-crop system,HUN,pulses,0.0,13646.0,0.0,0.0011246949897048657
country-crop system,HUN,rapeseed_canola,0.25,280656.0,0.01235696809430838,0.023131496191602575
country-crop system,HUN,rice,0.0,2724.0,0.0,0.0002245104171153491
country-crop system,HUN,sorghum,0.0,19848.0,0.0,0.001635860043651046
country-crop system,HUN,soybean,0.0,61484.0,0.0,0.005067473746666712
country-crop system,HUN,sugarbeet,0.0,12898.0,0.0,0.001063045286326642
country-crop system,HUN,sunflower,3.75,625584.0,0.1853545214146257,0.05156025138791797
country-crop system,HUN,wheat,7.25,970042.0,0.358352074734943,0.07995026947114812
country-crop system,IDN,banana_plantain,0.0,134841.0,0.0,0.01111351290537841
country-crop system,IDN,beans,0.0,170466.4,0.0,0.014049736625606442
country-crop system,IDN,cassava,0.0,661889.0,0.0,0.05455248732527948
country-crop system,IDN,coffee_cocoa,2.0,2763422.0,0.09885574475446704,0.2277595542899164
country-crop system,IDN,cotton,0.0,1679.8,0.0,0.0001384480905544653
country-crop system,IDN,groundnut,0.0,332743.0,0.0,0.02742447493473297
country-crop system,IDN,maize,4.791666666666666,2835719.0,0.23684188847424392,0.23371822889571242
country-crop system,IDN,oilpalm,0.0,13188000.0,0.0,1.086946909294135
country-crop system,IDN,potato,1.0,70208.2,0.04942787237723352,0.005786516984918448
country-crop system,IDN,rice,26.958333333333332,10715513.8,1.33249305950292,0.8831661060364463
country-crop system,IDN,soybean,0.125,300628.8,0.00617848404715419,0.024777642175068598
country-crop system,IDN,sugarcane,0.0,444305.0,0.0,0.03661934687093803
country-crop system,IDN,sweet_potato,0.0,79606.2,0.0,0.006561094407844311
country-crop system,IND,banana_plantain,4.0,906800.0,0.19771148950893408,0.07473790243766468
country-crop system,IND,barley,0.375,574352.0,0.018535452141462568,0.04733774122284691
country-crop system,IND,beans,0.25,12158397.0,0.01235696809430838,1.0020876585624117
country-crop system,IND,cassava,0.1,172800.0,0.004942787237723352,0.014242070513044172
country-crop system,IND,chickpea,3.333333333333333,10108446.0,0.1647595745907784,0.8331319485491858
country-crop system,IND,coffee_cocoa,5.2,528104.2,0.2570249363616143,0.04352602577913647
country-crop system,IND,cotton,10.166666666666666,12977938.2,0.5025167025018741,1.0696337439718147
country-crop system,IND,groundnut,7.566666666666666,5256786.4,0.37400423432106694,0.43326112604636363
country-crop system,IND,lentil,1.0,1418970.0,0.04942787237723352,0.1169506411799438
country-crop system,IND,maize,14.025,9689088.4,0.6932259100907001,0.7985687511569348
country-crop system,IND,millet,4.283333333333333,8792498.8,0.21171605334915022,0.7246723836542609
country-crop system,IND,potato,5.725,2168000.0,0.2829745693596619,0.1786852365293968
country-crop system,IND,pulses,3.65,685750.4,0.18041173417690234,0.05651912934692272
country-crop system,IND,rapeseed_canola,4.483333333333333,6729708.0,0.22160162782459694,0.5546584251631798
country-crop system,IND,rice,114.25833333333334,44938757.4,5.647546318035407,3.7038249517325554
country-crop system,IND,sorghum,5.516666666666667,4288459.0,0.27267709594773826,0.35345217286052605
country-crop system,IND,soybean,3.975,12294581.4,0.19647579269950324,1.0133118936757022
country-crop system,IND,sugarcane,20.066666666666666,4885494.0,0.991852639036486,0.40265943309637864
country-crop system,IND,sunflower,1.125,270779.8,0.05560635642438771,0.02231750581659721
country-crop system,IND,sweet_potato,0.0,112400.0,0.0,0.009263939384642159
country-crop system,IND,wheat,77.99285714285715,30382016.0,3.855020989192949,2.50406721180808
country-crop system,IND,yam,5.5,34922.0,0.27185329807478437,0.0028782499216234293
country-crop system,IRL,barley,0.0,186386.0,0.0,0.015361820339376454
country-crop system,IRL,oat_rye,0.0,24718.0,0.0,0.002037242470725844
country-crop system,IRL,potato,0.0,8642.0,0.0,0.0007122683644312948
country-crop system,IRL,pulses,0.0,10190.0,0.0,0.0008398535794439822
country-crop system,IRL,rapeseed_canola,0.0,11440.0,0.0,0.0009428778163728318
country-crop system,IRL,sunflower,0.0,20.0,0.0,1.648387790861594e-06
country-crop system,IRL,wheat,1.0,59602.0,0.04942787237723352,0.004912360455546636
country-crop system,IRN,banana_plantain,0.0,4221.2,0.0,0.00034790872713924803
country-crop system,IRN,barley,5.416666666666667,1439610.6,0.2677343087100149,0.1186518268317467
country-crop system,IRN,beans,0.0,78371.4,0.0,0.006459322945636516
country-crop system,IRN,chickpea,1.25,449024.8,0.061784840471541896,0.03700834990570345
country-crop system,IRN,cotton,1.3333333333333333,49484.8,0.06590382983631135,0.00407850700766139
